a_a_1;tetrapsifios_mai;ktirio_ypiresia;perifereia_1;nomos_1;megethos_1;typos_1;diefthinsi_forea;arithmos;tk_1;dimos_1;longitude;latitude
1448;1548;ΒΟΥΛΗ ΤΩΝ ΕΛΛΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΛΟΙΠΟΙ ΦΟΡΕΙΣ;;;;;23,716647;37,97918
1823;1944;Δ.Ο.Υ. ΠΕΙΡΑΙΑ Γ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;Δ.Ο.Υ.;ΚΟΛΟΚΟΤΡΩΝΗ 140, ΠΕΙΡΑΙΑΣ;;;;23,6423147;37,9390008
2771;3003;EETAΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΛΟΙΠΟΙ ΦΟΡΕΙΣ;ΜΥΛΛΕΡΟΥ 73-75-77, 10436 ΑΘΗΝΑ;;;;23,7176706;37,9850695
3056;3309;ΕΙΣΑΓΓΕΛΙΑ ΠΡΩΤΟΔΙΚΩΝ ΑΘΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;;;;;;23,7446467;37,9963696
4262;5250;ΣΕΙΣΜΟΓΡΑΦΟΣ ΔΙΑΚΟΦΤΙ ΚΥΘΗΡΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;;;;;;23,075858;36,263479
6258;;ΝΗΠΙΑΓΩΓΕΙΟ ΚΑΛΛΟΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΑΛΛΟΝΗ;0;18020;ΤΡΟΙΖΗΝΑΣ;23,288545;37,538626
24687;;ΚΤΜΕ-Νέο-Call Center;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΓΑΛΟΣ;ΙΚΑ;Θησέως 330, 17675, ΚΑΛΛΙΘΕΑ;;;;28,2237574;36,4497307
135;136;ΔΗΜΟΣ ΛΥΚΟΒΡΥΣΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΔΗΜΟΣ;ΑΓΙΑΣ ΒΑΡΒΑΡΑΣ 25, 14123 ΛΥΚΟΒΡΥΣΗ;;;;23,7856631;38,068313
204;205;ΚΕΠ ΑΘΗΝΑΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΚΕΠ;ΑΜΑΛΙΑΣ & ΟΘΩΝΟΣ 10, 105 57;;;;23,7353983;37,9748978
4272;5260;ΕΡΤ Α.Ε.;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;;;;;;23,8251087;38,0137199
9155;;1ο ΓΥΜΝΑΣΙΟ ΜΑΝΔΡΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΕΥΚΑ ΚΩΣΤΗΛΙ;;19600;ΜΑΝΔΡΑΣ;23,494127;38,061638
22109;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΘΕΜΙΣΤΟΚΛΗΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;;;;(null);21,824312;39,074208
1727;1848;ΦΑΒΕ ΑΘΗΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;Δ.Ο.Υ.;ΚΗΦΙΣΙΑΣ 32 ΑΘΗΝΑ;;;;23,7634123;37,9883054
10845;;ΔΙΕΥΘΥΝΣΗ Π.Ε. ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΓΡΑΦΕΙΟ;ΚΑΡΑΟΛΗ -ΔΗΜΗΤΡΙΟΥ;50;;ΠΕΙΡΑΙΑ;23,6506559;37,9435111
11078;;1ο ΤΕΕ ΒΑΡΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΜΟΥΤΟΥΣΗ;2;19500;ΒΑΡΗΣ;23,8082;37,82471
10258;;1ο ΓΥΜΝΑΣΙΟ ΣΚΑΛΑΣ ΩΡΩΠΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΣΥΛΛΗ;2;19015;ΩΡΩΠΟΥ;23,778399;38,315997
10287;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΙΓΕΩΣ 41-43;;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,688542;37,951586
10288;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΕΛ ΒΕΝΙΖΕΛΟΥ;175;17673;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,700284;37,956025
10289;;8ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΙΦΙΓΕΝΕΙΑΣ & ΔΟΙΡΑΝΗΣ;86;17672;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,7054;37,951761
10290;;6ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΣΩΚΡΑΤΟΥΣ;222;17674;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,698235;37,945262
10291;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;198;17341;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ ΑΤΤΙΚΗΣ;23,723768;37,932253
10292;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΡΓΟΣΤΟΛΙΟΥ - ΣΑΜΟΥ;;17342;ΑΓΙΟΥ ΔΗΜΗΤΡΙΟΥ ΑΤΤΙΚΗΣ;23,723425;37,923837
10296;;5ο ΣΕΚ Α' ΑΘΗΝΑΣ (ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;ΛΑΧΑΝΑ;7;14342;ΝΕΑΣ ΦΙΛΑΔΕΛΦΕΙΑΣ;23,736183;38,047558
10297;;5ο ΣΕΚ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ (ΑΧΑΡΝΩΝ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;ΠΤΟΛΕΜΑΪΔΟΣ 1 & ΝΕΖΕΡ;;13671;ΑΧΑΡΝΩΝ;23,74337;38,094411
10298;;6ο ΣΕΚ Α' ΑΘΗΝΑΣ (ΓΑΛΑΤΣΙΟΥ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;ΤΑΥΓΕΤΟΥ Κ. ΠΑΣΣΩΒ;8;11141;ΓΑΛΑΤΣΙΟΥ;23,735427;38,0137
10357;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΕΧΙΝΟΥ & ΧΑΛΚΙΔΟΣ;;13671;ΑΧΑΡΝΩΝ;23,722944;38,080843
10337;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΜΑΥΡΟΜΙΧΑΛΗ;14;18545;ΠΕΙΡΑΙΑ;23,639462;37,951237
10338;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΕΛΛΗΣ;101;18546;ΠΕΙΡΑΙΑ;23,629112;37,960501
10342;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΒΟΥΛΙΑΓΜΕΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΑΒΟΥΡΙΟΥ &  ΕΚΤΩΡΟΣ;;16671;ΒΟΥΛΙΑΓΜΕΝΗΣ;23,771074;37,819844
10343;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Κ. ΣΩΤΗΡΙΟΥ;3;19003;ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ;23,936889;37,884212
10344;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΝΟΙΞΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΑΝΑΡΗ;2-Apr;14569;ΑΝΟΙΞΗΣ;23,85466;38,132881
10345;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΔΡΟΣΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;25ης ΜΑΡΤΙΟΥ & 1ης ΜΑΪΟΥ;;14572;ΔΡΟΣΙΑΣ;23,860147;38,111653
10346;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΓΙΑΣ  ΣΩΤΗΡΑΣ;1;14565;ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;23,85463;38,144201
10347;;"ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΔΙΟΝΥΣΟΥ ""ΦΩΤΗΣ ΚΟΝΤΟΓΛΟΥ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΤΤΑΛΟΥ ΚΑΙ ΒΕΡΓΙΝΑΣ;;14576;ΔΙΟΝΥΣΟΥ;23,909385;38,099647
10348;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΜΑΡΑΘΩΝΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΣΠΗΛΑΙΟΥ ΠΑΝΟΣ;;19007;ΜΑΡΑΘΩΝΟΣ;23,957053;38,153506
10349;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΠΑΝΔΡΙΤΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Α. ΤΣΕΜΠΕΡΛΙΔΗ;;19014;ΚΑΠΑΝΔΡΙΤΙΟΥ;23,880226;38,214117
10350;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΜΑΚΡΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΛΥΚΕΙΟΥ;;19005;ΝΕΑΣ ΜΑΚΡΗΣ;23,969908;38,083088
10351;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΕΡΑΤΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΒΑΣ. ΑΛΕΞΑΝΔΡΟΥ;2;19001;ΚΕΡΑΤΕΑΣ;23,969687;37,803358
10352;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΝΑΒΥΣΣΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ; ΚΑΝΑΡΗ;14;19013;ΑΝΑΒΥΣΣΟΥ;23,940738;37,732908
10353;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΥΒΙΩΝ ΘΟΡΙΚΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΕΛ. ΒΕΝΙΖΕΛΟΥ;40;19010;ΚΑΛΥΒΙΩΝ ΘΟΡΙΚΟΥ;23,927619;37,838945
10354;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΛΑΥΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΝΤΡΕΑ ΚΟΡΔΕΛΑ;4;19500;ΛΑΥΡΕΩΤΙΚΗΣ;24,057806;37,715311
10355;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΜΕΓ. ΑΛΕΞΑΝΔΡΟΥ & ΟΛΥΜΠΙΩΝ;;13676;ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ;23,753999;38,123005
10356;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΣΟΥΡΛΑΤΖΗ;8;13671;ΑΧΑΡΝΩΝ;23,743608;38,087879
10358;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΡΑΦΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΓΙΟΥ ΧΡΥΣΟΣΤΟΜΟΥ ΣΜΥΡΝΗΣ;10;19009;ΡΑΦΗΝΑΣ;24,003304;38,014762
10359;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΥΛΩΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Μ. ΠΑΠΑΙΩΑΝΟΥ;1;19011;ΑΥΛΩΝΑ ΑΤΤΙΚΗΣ;23,710391;38,250116
10360;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΙΛΙΟΥ ΕΙΔΙΚΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;9η ΣΤΑΣΗ ΛΕΩΦΟΡΟΥ ΧΑΣΙΑΣ Ε.Ι.Α.Α.;;13122;ΙΛΙΟΥ;23,715095;38,032165
10361;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΙΛΙΟΥ ΕΙΔΙΚΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;9η ΣΤΑΣΗ ΛΕΩΦΟΡΟΥ ΧΑΣΙΑΣ Ε.Ι.Α.Α.;;13122;ΙΛΙΟΥ;23,715095;38,032165
10362;;5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΔΟΙΡΑΝΗΣ;86;17672;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,701971;37,94821
10363;;8ο ΣΕΚ Α' ΑΘΗΝΑΣ (ΤΑΥΡΟΥ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;ΕΣΤΑΥΡΩΜΕΝΟΥ;5;17778;ΤΑΥΡΟΥ;23,697867;37,96526
10364;;7ο ΣΕΚ Α' ΑΘΗΝΑΣ (ΖΩΓΡΑΦΟΥ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΓΡΑΦΕΙΟ;ΗΡΩΩΝ ΠΟΛΥΤΕΧΝΕΙΟΥ;9-Nov;15772;ΖΩΓΡΑΦΟΥ;23,77315;37,979428
10373;;2ο ΤΕΕ ΤΑΥΡΟΥ ΕΣΠΕΡΙΝΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΑΓ. ΣΟΦΙΑΣ 16, ΤΑΥΡΟΣ;(null);17778;ΤΑΥΡΟΥ;23,6948537;37,9682382
10374;;14ο ΤΕΕ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΚΟΛΟΚΥΝΘΟΥ 7 ΚΑΙ ΛΕΩΝΙΔΟΥ 15;;10436;(null);23,7193999;37,98365
10375;;13ο ΤΕΕ ΑΘΗΝΑΣ ΕΣΠΕΡΙΝΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΠΑΝ. ΚΥΡΙΑΚΟΥ 24, ΑΜΠΕΛΟΚΗΠΟΙ;;11521;(null);23,754585;37,9851944
12223;;85ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Μ.ΑΛΕΞΑΝΔΡΟΥ;63;0;ΑΘΗΝΑΙΩΝ;23,712986;37,981788
10811;;2ο ΣΕΚ Β' ΠΕΙΡΑΙΑ (ΑΙΓΙΝΑΣ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;ΚΑΠΟΔΙΣΤΡΙΟΥ;;18010;ΑΙΓΙΝΑΣ;23,433573;37,744954
10412;;ΓΥΜΝΑΣΙΟ ΑΘΗΝΑΣ ΕΙΔΙΚΟ ΜΑΡΑΣΛΕΙΟΥ ΔΙΔΑΣΚΑΛΕΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Μαρασλή;4;10676;(null);23,7463222;37,9782882
10413;;3ο ΓΡΑΦΕΙΟ Π.Ε. Β' ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΓΡΑΦΕΙΟ;ΛΥΚΕΙΑΣ;13;14231;ΝΕΑΣ ΙΩΝΙΑΣ ΑΤΤΙΚΗΣ;23,7543578;38,0455679
10424;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΔΡΑΠΕΤΣΩΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;Μ. ΜΠΟΤΣΑΡΗ;124;18648;ΔΡΑΠΕΤΣΩΝΑΣ;23,6293916;37,9471069
10425;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΙΚΑΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΣΑΜΨΟΥΝΤΟΣ ΚΥΠΡΟΥ ΝΙΚΑΙΑ;;18451;ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ;23,63648;37,969706
10426;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΙΚΑΙΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ; ΚΑΣΤΑΜΟΝΗΣ 48 & ΠΕΤΡΟΥ ΡΑΛΛΗ;;18450;ΝΙΚΑΙΑΣ ΠΕΙΡΑΙΑ;23,639353;37,962594
10429;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΒΑΡΥΜΠΟΜΠΗΣΔΙΑΠΟΛΙΤΙΣΜΙΚΗΣ ΕΚΠΑΙΔΕΥΣΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΝΕΜΩΝΗΣ;2;13671;ΒΑΡΗΣ;23,734761;38,083694
10430;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΡΟΟΔΟΥ &  ΒΟΥΛΙΑΓΜΕΝΗΣ;;16673;ΒΟΥΛΑΣ;23,765588;37,851843
10431;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΕΡΙΚΛΕΟΥΣ -Ε ΒΕΝΙΖΕΛΟΥ;;16673;ΒΟΥΛΑΣ;23,757981;37,846591
10434;;7ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΙΩΑΝΝΙΝΩΝ;82;12137;ΠΕΡΙΣΤΕΡΙΟΥ;23,673434;38,026012
10435;;ΠΕΙΡΑΜΑΤΙΚΟ ΓΕΝΙΚΟ ΛΥΚΕΙΟ ΙΛΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΗΝΕΛΟΠΗΣ;62;13122;ΙΛΙΟΥ;23,712076;38,0365073
10436;;3ο ΣΕΚ ΑΝΑΤΟΛΙΚΗΣ ΑΤΤΙΚΗΣ (ΡΑΦΗΝΑΣ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;25ο Χλμ. ΛΕΟΦΟΡΟΥ ΜΑΡΑΘΩΝΟΣ;;19009;ΡΑΦΗΝΑΣ;23,993924;38,019313
10437;;4ο ΣΕΚ Γ' ΑΘΗΝΑΣ (ΠΕΡΙΣΤΕΡΙΟΥ);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΣΕΚ;ΛΟΥΒΑΡΗ ΚΑΙ ΟΙΚΟΝΟΜΙΔΗ;21;12136;ΠΕΡΙΣΤΕΡΙΟΥ;23,6829521;38,010796
1726;1847;Δ.Ο.Υ. ΑΘΗΝΩΝ ΙΖ';ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;Δ.Ο.Υ.;ΔΑΜΑΡΕΩΣ 175 ΑΘΗΝΑ;;;;23,7415867;37,9615901
