a_a_1;tetrapsifios_mai;ktirio_ypiresia;perifereia_1;nomos_1;megethos_1;typos_1;diefthinsi_forea;arithmos;tk_1;dimos_1;longitude;latitude
9864;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΕΡΥΘΡΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΕΡΥΘΡΕΣ;;19008;ΕΡΥΘΡΩΝ;23,326498;38,214835
9881;;4ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΑΛΑΜΙΝΟΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΟΥΣΩΝ;14;18900;ΣΑΛΑΜΙΝΑΣ;23,478633;37,962298
9882;;5ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΕΡΑΜΑΤΟΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Μ. ΠΑΠΠΑ;3;18863;ΠΕΡΑΜΑΤΟΣ ΠΕΙΡΑΙΑ;23,561524;37,966046
9883;;57ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΒΙΤΩΛΙΩΝ;166;18546;ΠΕΙΡΑΙΑ;23,62668;37,953885
9884;;9ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΡΓΥΡΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;(null);(null);66100;ΑΡΓΥΡΟΥΠΟΛΗΣ;24,042546;41,121851
10004;;2ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΑΡΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΤΤΙΔΟΣ;7;16672;ΒΑΡΗΣ;23,8048533;37,8330119
9909;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΝΩ ΦΑΝΑΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝΩ ΦΑΝΑΡΙ;0;18020;ΤΡΟΙΖΗΝΑΣ;23,362481;37,496574
9910;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΛΥΚΩΝ ΝΕΡΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΚΩΝΣΤΑΝΤΙΝΟΥΠΟΛΕΩΣ;41;15354;ΓΛΥΚΩΝ ΝΕΡΩΝ;23,8472437;37,9804305
9911;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΗΡΩΩΝ;2;14565;ΑΓΙΟΥ ΣΤΕΦΑΝΟΥ;23,853033;38,137845
9912;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΝΟΙΞΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΕΡΜΑ ΝΑΥΑΡΙΝΟΥ;0;14569;ΑΝΟΙΞΗΣ;23,8554992;38,1287625
9913;;3ο ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΡΚΟΠΟΥΛΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΕΥΑΓΓΕΛΙΣΤΡΙΑΣ;18;19003;ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ;23,9379756;37,8831916
9914;;5ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΟΥΛΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΛΕΞΑΝΔΡΑΣ;1;16673;ΒΟΥΛΑΣ;23,771694;37,830211
9915;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΠΟΡΤΟ-ΡΑΦΤΗ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΤΡΙΑΚΟΣΤΟ  ΟΓΔΟΟ ΧΙΛ. ΛΕΩΦΟΡΟΥ ΠΟΡΤΟ-ΡΑΦΤΗ;0;19003;ΜΑΡΚΟΠΟΥΛΟΥ ΜΕΣΟΓΑΙΑΣ;23,932795;37,883108
9916;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΣΠΕΤΣΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΠΕΤΣΩΝ;0;18050;ΣΠΕΤΣΩΝ;23,1322437;37,2625973
10005;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΚΑΠΟΤΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΟΙΚΙΣΜΟΣ ΚΑΠΟΤΑ;0;13671;ΑΧΑΡΝΩΝ;23,7484077;38,0718218
9945;;6ο ΝΗΠΙΑΓΩΓΕΙΟ ΓΕΡΑΚΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΓ.Ι.ΘΕΟΛΟΓΟΥ & ΑΓ.ΛΑΥΡΑΣ ;;15344;(null);23,8614481;38,0276341
9946;;4ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΡΤΕΜΙΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝΔΡΟΥ & ΕΙΡΗΝΗΣ;;19016;(null);23,9952789;37,9713431
9947;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΜΑΡΑΘΩΝΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΝ. ΧΡΥΣΙΝΑ;7;19007;ΜΑΡΑΘΩΝΟΣ;23,9566133;38,1599345
9948;;4ο ΝΗΠΙΑΓΩΓΕΙΟ ΡΑΦΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΙΑΣΑΥΡΩΣΗ ΡΑΦΗΝΑΣ ΛΕΩΦΟΡΟΣ ΜΑΡΑΘΩΝΟΣ;;19009;ΡΑΦΗΝΑΣ;24,004974;38,021644
9949;;26ο ΝΗΠΙΑΓΩΓΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΜΟΝΕΜΒΑΣΙΑΣ;;13671;ΑΧΑΡΝΩΝ;23,743168;38,0927467
9967;;ΝΗΠΙΑΓΩΓΕΙΟ ΑΘΗΝΑΣ ΝΟΣΟΚΟΜΕΙΟΥ ΠΑΙΔΩΝ ΑΓΛΑΙΑ ΚΥΡΙΑΚΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΘΗΒΩΝ ΚΑΙ ΛΕΒΑΔΕΙΑΣ;1;11527;ΑΘΗΝΑΙΩΝ;23,76368;37,983925
9968;;6ο ΝΗΠΙΑΓΩΓΕΙΟ ΒΡΙΛΗΣΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΕ ΛΕΙΤΟΥΡΓΕΙ;0;0;ΒΡΙΛΗΣΣΙΩΝ;23,829555;38,034025
9969;;2ο ΝΗΠΙΑΓΩΓΕΙΟ ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΑΔΡΙΑΝΟΥΠΟΛΕΩΣ ΚΑΙ ΠΛΑΤΕΙΑ ΑΡΙΣΤΟΤΕΛΟΥΣ;0;13676;ΘΡΑΚΟΜΑΚΕΔΟΝΩΝ;23,752589;38,124201
9974;;6ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΒΡΙΛΗΣΣΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΙΕΡΙΩΝ;16;0;ΒΡΙΛΗΣΣΙΩΝ;23,8702312;38,0346577
9975;;25ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΧΑΡΝΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΠΤΟΛΕΜΑΪΔΟΣ;50;13671;ΑΧΑΡΝΩΝ;23,739722;38,09446
9976;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΥΛΩΝΑΣ ΣΩΦΡΟΝΙΣΤΙΚΟ ΑΝΗΛΙΚΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Ε.Κ.Κ.Ν. ΑΥΛΩΝΑΣ;0;19011;ΑΥΛΩΝΑ ΑΤΤΙΚΗΣ;23,6947222;38,25
24552;;Κ.Λ. Λαυρίου/ΚΕΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΛΙΜΕΝΑΡΧΕΙΟ;ΠΟΣΕΙΔΩΝΟΣ 4, ΛΑΥΡΙΟ, ΤΚ19500;;;;23,9582518;37,7189248
10001;;25ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΟΡΥΔΑΛΛΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Μ.ΑΣΙΑΣ ΚΑΙ ΧΕΙΜΑΡΡΑΣ;0;18122;ΚΟΡΥΔΑΛΛΟΥ;23,644717;37,98475
10003;;24ο ΝΗΠΙΑΓΩΓΕΙΟ ΚΕΡΑΤΣΙΝΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΔΙΟΓΕΝΟΥΣ ΚΑΙ ΧΙΛΗΣ;0;18755;ΚΕΡΑΤΣΙΝΙΟΥ;23,617816;37,952428
10092;;20ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΖΑΝΝΗ;97;18537;ΠΕΙΡΑΙΑ;23,638371;37,928789
10091;;ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΓΑΛΑΤΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΓΑΛΑΤΑΣ ΤΡΟΙΖΗΝΙΑΣ;0;18020;ΤΡΟΙΖΗΝΑΣ;23,4465;37,497422
10093;;22ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;Λ.ΧΑΤΖΗΚΥΡΙΑΚΟΥ;2;18537;ΠΕΙΡΑΙΑ;23,637788;37,935569
10094;;24ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΠΕΙΡΑΙΑ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΧΑΤΖΗΚΥΡΙΑΚΟΥ;2;18537;ΠΕΙΡΑΙΑ;23,637764;37,935654
10125;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΥΠΡΟΥ ΚΑΙ ΨΑΡΩΝ;28;12132;ΠΕΡΙΣΤΕΡΙΟΥ;23,698463;38,005665
10126;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΓ ΠΑΥΛΟΥ;53;12132;ΠΕΡΙΣΤΕΡΙΟΥ;23,700149;38,001922
10127;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΧΑΙΔΑΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΦΡΟΔΙΤΗΣ - ΣΑΤΩΒΡΙΑΝΔΟΥ;;12462;ΧΑΙΔΑΡΙΟΥ;23,642041;38,015695
10128;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΣΥΡΟΥ  & ΠΑΠΑΓΟΥ;1;13561;ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ ΑΤΤΙΚΗΣ;23,719755;38,0258
10129;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΙΝΔΟΥ- ΔΑΒΑΚΗ;20;13561;ΑΓΙΩΝ ΑΝΑΡΓΥΡΩΝ ΑΤΤΙΚΗΣ;23,71094;38,019208
10130;;5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΕΡΙΣΤΕΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΓΙΑΣ ΑΝΑΣΤΑΣΙΑΣ - ΤΗΛΕΜΑΧΟΥ;;12136;ΠΕΡΙΣΤΕΡΙΟΥ;23,673615;38,007691
10131;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΕΛΛΗΝΙΚΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΕΘΝ. ΜΑΚΑΡΙΟΥ;7;16777;ΕΛΛΗΝΙΚΟΥ;23,742628;37,895662
10132;;"2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ ""ΟΜΗΡΕΙΟ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΝΙΚΟΜΗΔΕΙΑΣ;7;17124;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,715935;37,945063
10133;;5ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΝΕΑΣ ΣΜΥΡΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΑΓΝΩΣΤΩΝ ΜΑΡΤΥΡΩΝ;1-Mar;17122;ΝΕΑΣ ΣΜΥΡΝΗΣ;23,707053;37,934681
10140;;"ΙΔΙΩΤΙΚΟ ΓΥΜΝΑΣΙΟ ""ΣΤ. ΚΑΠΑΡΟΣ""";ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;0;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΑΤΡΟΚΛΟΥ 105;(null);13122;ΙΛΙΟΥ;23,7042128;38,031826
10155;;1ο ΝΗΠΙΑΓΩΓΕΙΟ ΔΙΟΝΥΣΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΑΤΩΒΡΙΑΝΔΟΥ;18;14572;ΔΙΟΝΥΣΟΥ;23,8748079;38,0977237
10156;;148ο ΔΗΜΟΤΙΚΟ ΣΧΟΛΕΙΟ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ - ΠΡΩΤΟΒΑΘΜΙΑ;ΣΙΤΑΚΗΣ ΚΑΙ Ι. ΦΩΚΑ;0;11142;ΑΘΗΝΑΙΩΝ;23,742191;38,023523
10202;;3ο ΓΥΜΝΑΣΙΟ ΥΜΗΤΤΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΙΟΝΙΩΝ ΝΗΣΩΝ;33;17237;ΥΜΗΤΤΟΥ;23,748413;37,949629
10203;;ΓΥΜΝΑΣΙΟ ΙΛΙΟΥ ΕΙΔΙΚΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΛΕΩΦΟΡΟΣ  ΧΑΣΙΑΣ ΚΑΙ ΘΕΟΤΟΚΟΥ;;13122;ΙΛΙΟΥ;23,715095;38,032165
10208;;ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΘΗΝΑΣ ΕΚΚΛΗΣΙΑΣΤΙΚΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΔΕΙΝΟΚΡΑΤΟΥΣ;66;11521;ΑΘΗΝΑΙΩΝ;23,741234;37,978915
10211;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΑΠΑΝΤΩΝΙΟΥ;13;15341;ΑΓΙΑΣ ΠΑΡΑΣΚΕΥΗΣ ΑΤΤΙΚΗΣ;23,807458;38,001259
10212;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΧΑΙΔΑΡΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΦΙΛΟΠΠΑΠΟΥ;28;12461;ΧΑΙΔΑΡΙΟΥ;23,660199;38,008518
10213;;2ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΚΑΛΛΙΘΕΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΜΕΓΑΛΟΠΟΛΕΩΣ 21ΚΑΙ ΚΡΕΜΟΥ;;17675;ΚΑΛΛΙΘΕΑΣ ΠΕΙΡΑΙΑ;23,688542;37,951586
10214;;1ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΝΑΙΑΔΩΝ;39;17561;ΠΑΛΑΙΟΥ ΦΑΛΗΡΟΥ;23,689797;37,928265
10215;;3ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΚΥΠΡΟΥ;200;16452;ΑΡΓΥΡΟΥΠΟΛΗΣ;23,745846;37,864815
10216;;4ο ΕΝΙΑΙΟ ΛΥΚΕΙΟ ΓΛΥΦΑΔΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΠΑΙΔΕΙΑ - ΔΕΥΤΕΡΟΒΑΘΜΙΑ;ΠΥΘΑΓΟΡΑ & ΚΥΝΟΥΡΙΑΣ;1;16561;ΓΛΥΦΑΔΑΣ;23,760553;37,888914
10221;;2ο ΤΕΕ ΑΡΓΥΡΟΥΠΟΛΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΗΛΕΚΤΡΟΥΠΟΛΕΩΣ;44;16451;ΑΡΓΥΡΟΥΠΟΛΗΣ;23,753472;37,904921
10222;;ΤΕΕ ΙΛΙΟΥ ΕΙΔΙΚΟ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;9η ΣΤΑΣΗ Λ. ΧΑΣΙΑΣ ΚΑΙ  ΘΕΟΤΟΚΟΥ;1;13122;ΙΛΙΟΥ;23,715095;38,032165
10225;;12ο ΤΕΕ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΑΧΙΛΛΕΩΣ  ΚΑΙ  ΜΙΛΕΡΟΥ;37-41;;ΑΘΗΝΑΙΩΝ;23,714104;37,984085
10226;;3ο ΤΕE ΓΑΛΑΤΣΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ADSL;ΠΑΙΔΕΙΑ;ΤΑΥΓΕΤΟΥ & ΠΑΣΣΩΒ;8;11255;ΓΑΛΑΤΣΙΟΥ;23,735427;38,0137
10227;;2ο ΤΕΕ ΚΑΙΣΑΡΙΑΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΗΡΩΣ ΚΩΝΣΤΑΝΤΟΠΟΥΛΟΥ;2;16121;ΚΑΙΣΑΡΙΑΝΗΣ;23,758865;37,962176
24582;;Λ/Χ Αίγινας;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΛΙΜΕΝΑΡΧΕΙΟ;Αιάκου 2, Αίγινα ΤΚ18010;;;;23,4293455;37,7474582
24584;;Λ/Χ Πόρου;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΛΙΜΕΝΑΡΧΕΙΟ;Δημοτική Αγορά Πόρου ΤΚ18020;;;;22,9333636;40,6705154
21606;;3ο ΤΕΕ ΑΘΗΝΑΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΠΑΙΔΕΙΑ - ΤΕΕ;ΔΡΑΚΟΝΤΟΣ;4;10442;ΑΘΗΝΑΙΩΝ;23,703306;37,989416
162;163;ΔΗΜΟΣ ΠΟΡΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΔΗΜΟΣ;18020 ΠΟΡΟΣ;;;;23,454453;37,500873
1737;1858;Δ.Ο.Υ. ΑΜΑΡΟΥΣΙΟΥ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;Δ.Ο.Υ.;Αγ. Κων/νου & Πλαταιών 57;;;;23,8022033;38,0490919
1776;1897;Υ.ΠΕ.ΧΩ.ΔΕ (Υ.Δ.Ε.);ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΓΛΚ;ΜΗΤΡΟΠΟΛΕΩΣ 12-14, ΑΘΗΝΑ;;;;23,7327446;37,9752463
124;125;ΔΗΜΟΣ ΚΑΙΣΑΡΙΑΝΗΣ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΕΣΑΙΟΣ;ΔΗΜΟΣ;ΚΛΑΖΟΜΕΝΩΝ & ΒΡΥΟΥΛΩΝ, 16121;;;;23,761203;37,9682026
2801;3034;ΔΗΜΟΣ ΩΡΩΠΙΩΝ;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΔΗΜΟΣ;ΩΡΟΠΟΣ;;;;23,7381395;38,3300073
846;946;ΣΕΕΔΔ-2;ΑΤΤΙΚΗΣ;ΑΤΤΙΚΗΣ;ΜΙΚΡΟΣ;ΛΟΙΠΟΙ ΦΟΡΕΙΣ;ΛΕΜΠΕΣΗ 17 ΑΘΗΝΑ ;;;;23,7311474;37,9674724
